txid	vout	value	spk_hex	spk_type	address	is_target	block_height
0081e4dfff598c332641f732b6671178cb94da488ea1c6ec35195f854caa375f	4	2760003	a9144f77ac6ee16e9e745567f05c6370ce9b816fc4b887	p2sh	38wCfmEs3dQ4HV3X39QM6Dt5mB5xUFfBPN	0	438031
0096870408a6fdbf6b8f649a91800e4af94d052b443f725741aca05e640905a2	0	119500000	76a914a1cf102fb07e5faa883faba55e0ec60f13725fb288ac	p2pkh	1FkZqtctQo3VoNc3m3fpQDDA8VXGxUTqEi	0	444894
0096870408a6fdbf6b8f649a91800e4af94d052b443f725741aca05e640905a2	1	39833333	76a9145e1169f0d7a2aa98fde85bd4ae3d0783088e1c7188ac	p2pkh	19aPNy3WdfXCRyUfCRQAKpXjVRH6tjhWDv	0	444894
0096870408a6fdbf6b8f649a91800e4af94d052b443f725741aca05e640905a2	2	39833333	76a91439cbfa774d4e3339713b9df88f3e800a842d3c5888ac	p2pkh	16GbsbrEQZbQAhzkNftsKbxyb8RSPZL1b2	0	444894
0096870408a6fdbf6b8f649a91800e4af94d052b443f725741aca05e640905a2	3	39833333	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	444894
0096870408a6fdbf6b8f649a91800e4af94d052b443f725741aca05e640905a2	4	6680007	a914801f56e9aef0ccffd3985a4e74a3b1124bbffeec87	p2sh	3DNTxc3A3tFggcpdLngi63uAGEET8tB9o7	0	444894
009b2164c20df957167232e9ac7e4967f0bb24b5a650c06ef15f4ff0ed24f907	0	449500000	76a914bddb8242a4754dbc468c31a27f9b0e17aa81f16388ac	p2pkh	1JJsfzpDpZMa1j1NZ6A8ztzKZdLN9VE4fq	0	450806
009b2164c20df957167232e9ac7e4967f0bb24b5a650c06ef15f4ff0ed24f907	1	449499999	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	450806
009b2164c20df957167232e9ac7e4967f0bb24b5a650c06ef15f4ff0ed24f907	2	2737203	a9149dee3ce3578fddb40fbd957fff6d4a05f95a1a8787	p2sh	3G65QiXJtk9GVw7w3mVYAUMzfnNNendTyS	0	450806
009e50af16a65f2196da9c86d9a2c8086d24cea6542654a3507b4bd9245cb180	0	44500000	76a914584963b5db952403a566804e61dd677f616384f788ac	p2pkh	193pP5CsAukEdSehXhQ9zYtWfz79aondTe	0	453718
009e50af16a65f2196da9c86d9a2c8086d24cea6542654a3507b4bd9245cb180	1	14833333	76a91481ccf9e6b9aa54f890f4f8b38e14b809f441821f88ac	p2pkh	1CqKijxH3ryjZ78kQwvEzFKtWwvKeRyyVD	0	453718
009e50af16a65f2196da9c86d9a2c8086d24cea6542654a3507b4bd9245cb180	2	14833333	76a9146fa08a00a3ee9dac154fd0299b1a59f4ef390d0988ac	p2pkh	1BBEKk82ejXeaTEH14Sy8MS1e6rjA8uAAS	0	453718
009e50af16a65f2196da9c86d9a2c8086d24cea6542654a3507b4bd9245cb180	3	14833333	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	453718
009e50af16a65f2196da9c86d9a2c8086d24cea6542654a3507b4bd9245cb180	4	900321	a9142d09087229da8ed49cb26518294d89786b9e0a9d87	p2sh	35o99oKU4Zy93pe6WMwCj8PG25QSsDpERV	0	453718
00ba882e8cab4b444eb0d597c0b60764c7ee5cd5aaacb8ef70bac621ccb42e25	0	119500000	76a9146bce4dc735b17b49d2e2b3ad17c1b115da733d3688ac	p2pkh	1Aq2SmTwpxnCVdp7VNDBJzEeGA8gVTaxvg	0	449773
00ba882e8cab4b444eb0d597c0b60764c7ee5cd5aaacb8ef70bac621ccb42e25	1	119499999	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	449773
00ba882e8cab4b444eb0d597c0b60764c7ee5cd5aaacb8ef70bac621ccb42e25	2	8280009	a91444eafb8df577339d057876d067dffff29d68deca87	p2sh	37yRNU6LxmaDQeQeaGnWvcFomTrzCNrrma	0	449773
00c401a36eaa6ab2b9548796dfd0ac86aa553eb964cc471818c3d4bc50333b1f	0	89500000	76a914f951984defcc0d0a58d704c7b4f32dd7ac32f0c088ac	p2pkh	1PjH15jJgMfKkhJiHFVSYzMoTQedRg48p4	0	444748
00c401a36eaa6ab2b9548796dfd0ac86aa553eb964cc471818c3d4bc50333b1f	1	89499999	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	444748
00c401a36eaa6ab2b9548796dfd0ac86aa553eb964cc471818c3d4bc50333b1f	2	1040001	a914fe161620c6024eeb21f1139f8eeac64f5887324d87	p2sh	3QrW1ruZAgZxkwkUtr4BMbRFumsmzR44Ez	0	444748
00d53a6a3b513c988af79543e8a2278fc051dd37e6915fece85899b73f4d3627	0	44500000	76a914daec45a304a85bc0fb0fbfbca89a26da1f1de14b88ac	p2pkh	1LxZMHdRwyBe6EtXYV7vDP7HGyPmLMMWud	0	444123
00d53a6a3b513c988af79543e8a2278fc051dd37e6915fece85899b73f4d3627	1	14833333	76a9149e4383560635941177251b408a05e83418f91f8a88ac	p2pkh	1FRpeCRFMMspoxjcqsACZLjMHJbT7D1niu	0	444123
00d53a6a3b513c988af79543e8a2278fc051dd37e6915fece85899b73f4d3627	2	14833333	76a914fc484c187088ea2e6296d6140df4afe535d1f0b988ac	p2pkh	1PzwteF5SaEmGMjvLvady5vbeJwQGCZtBF	0	444123
00d53a6a3b513c988af79543e8a2278fc051dd37e6915fece85899b73f4d3627	3	14833333	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	444123
00d53a6a3b513c988af79543e8a2278fc051dd37e6915fece85899b73f4d3627	4	940001	a9145299877c9243f34ab802ab49db6a46f8975ad11a87	p2sh	39DmFfyTag4325HnFNBcXWct5cSCKh131G	0	444123
00dfaf7e72fbcc9b2d38db2882e1f5ba17e721a97c051639a696f0b4310b14aa	0	89500000	76a9148a95d5b9a0c1f7ec6a63483ef95308d546a41c6488ac	p2pkh	1DdmkBXNBecTVqaN5dcJFKtsbdqcjhtxvm	0	443921
00dfaf7e72fbcc9b2d38db2882e1f5ba17e721a97c051639a696f0b4310b14aa	1	89499999	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	443921
00dfaf7e72fbcc9b2d38db2882e1f5ba17e721a97c051639a696f0b4310b14aa	2	7400008	a914c2fb36a24e3058d45eff83f7fb1c8c950fae1f0b87	p2sh	3KTyxNaaEeVrfuPzVm4Q9pvRdxxJwrYLUM	0	443921
00e82a13ae99bcdf49e565cec167a72bdb84fed02eac4156014f03d941bdd026	0	89500000	76a91482d126381731d9b5e98a1acd8f144576a4fa0ae088ac	p2pkh	1CvhPtNEAX8oGjhaTFPfBTYhDP1uZ8LFAe	0	442512
00e82a13ae99bcdf49e565cec167a72bdb84fed02eac4156014f03d941bdd026	1	29833333	76a914437081b9953d39b01bd3f87da3f010bbd14fed4d88ac	p2pkh	179b3xZAs3jQ8Tw9gh6eGTUxxRSjdRUje4	0	442512
00e82a13ae99bcdf49e565cec167a72bdb84fed02eac4156014f03d941bdd026	2	59666666	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	442512
00e82a13ae99bcdf49e565cec167a72bdb84fed02eac4156014f03d941bdd026	3	2760003	a914b899be1e0e79fd558c6efdffd07ad160d1de0a2287	p2sh	3JX6S4qDwy2tQuRpasgU92hJJ8GUXeGzky	0	442512
00eb197afaa58d6386c1030508d1a67a3a998182eb33e3597a98451c02da76db	0	89500000	76a91499ab706bbfdf350b3afbdfc68eef0c782e377ef388ac	p2pkh	1F1Xm9jfziwRLqRo27JMeVsGGrLX8HoC8z	0	444002
00eb197afaa58d6386c1030508d1a67a3a998182eb33e3597a98451c02da76db	1	29833333	76a9147b4ee2860db239ed36e0ebad1f585d85fb9a189d88ac	p2pkh	1CEzccSxNgXVC6MckifMYYZ6ezhWRjmeqq	0	444002
00eb197afaa58d6386c1030508d1a67a3a998182eb33e3597a98451c02da76db	2	59666666	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	444002
00eb197afaa58d6386c1030508d1a67a3a998182eb33e3597a98451c02da76db	3	9440010	a914d0f945038900789a6fc2119533bce88bc74e8acd87	p2sh	3Ljy5ztXZQEYHonsjQ6i9ci8dia6djMRcc	0	444002
00eb9dd97b07c0122c8c46544dd9669bc927b4b59d8db96b9529a81fbaf2de44	0	44500000	76a9145b4911170f2de8fdf73b399c45e07250ea58fea588ac	p2pkh	19Kg2DzH6bvXQ7jM7FfY9p2udCFszYGPBW	0	438243
00eb9dd97b07c0122c8c46544dd9669bc927b4b59d8db96b9529a81fbaf2de44	1	14833333	76a9142227a3440557b87ce1d4eb16d2629ee3c60a117b88ac	p2pkh	147bTbud6agHB7RcKMKiQKWgedfyd24Rkg	0	438243
00eb9dd97b07c0122c8c46544dd9669bc927b4b59d8db96b9529a81fbaf2de44	2	14833333	76a9144e624598a13170b87b648f2ef8ac6195b4da6ab588ac	p2pkh	189TS1f6CcZETFxTzL9NrwSPdHVwXvatvX	0	438243
00eb9dd97b07c0122c8c46544dd9669bc927b4b59d8db96b9529a81fbaf2de44	3	14833333	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	438243
00eb9dd97b07c0122c8c46544dd9669bc927b4b59d8db96b9529a81fbaf2de44	4	9240010	a9141dedff095a32ceed92ca6fd44b8bf230dfd698ef87	p2sh	34RGdNiaVPpaybG18FdL2wLRaEEAC449Lp	0	438243
00ec82bff73e7129407c50d52db16bc325bfde7607d787060819bc54e5b7dccb	0	44500000	76a914359375b38257bf00aaa7d24bc9a0dcb42145ce5388ac	p2pkh	15tHTrPMuBiDA9m3uJc7syR62GUGvLeuu2	0	445903
00ec82bff73e7129407c50d52db16bc325bfde7607d787060819bc54e5b7dccb	1	14833333	76a9145486f8a5c0221ef08098470d91b0010adcfffbb888ac	p2pkh	18hwT5nzau516uCvWs9x5VVHp4tJma1Fcs	0	445903
00ec82bff73e7129407c50d52db16bc325bfde7607d787060819bc54e5b7dccb	2	14833333	76a9149f456c33b7d52786af4a30237cb1e25de7205e0e88ac	p2pkh	1FX9c5CEbk2uZW8ET88wEJktXLBMhr8znE	0	445903
00ec82bff73e7129407c50d52db16bc325bfde7607d787060819bc54e5b7dccb	3	14833333	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	445903
00ec82bff73e7129407c50d52db16bc325bfde7607d787060819bc54e5b7dccb	4	940001	a914ac38595585d383214d0cdbe6634fe29d2432b42987	p2sh	3HPdejUEU1jBUMbw6C4D2HiuYgUFyTPg2L	0	445903
00f6a3cb6b4ec3b05becd100ab3ea70c617739284e14f8ee8cb8bce54ef82907	0	89500000	76a914042dd40c6f5eaa40ee961f62927a0c32be17494388ac	p2pkh	1P6byX4U6eLc9PxvuPQXxNbxhVxqsekCi	0	446446
00f6a3cb6b4ec3b05becd100ab3ea70c617739284e14f8ee8cb8bce54ef82907	1	29833333	76a914ffc317a8f4b1e8ecc7a2e591b248f8839918d29388ac	p2pkh	1QKM2BCcCgqZr7svNNYgQCMEbsAWtqYuV3	0	446446
00f6a3cb6b4ec3b05becd100ab3ea70c617739284e14f8ee8cb8bce54ef82907	2	29833333	76a914bd0c30a53feec168b3113ca380a065f024206fc488ac	p2pkh	1JEbKEYUApU1ECku7cDLtZyRYkYv8RsP8G	0	446446
00f6a3cb6b4ec3b05becd100ab3ea70c617739284e14f8ee8cb8bce54ef82907	3	29833333	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	446446
00f6a3cb6b4ec3b05becd100ab3ea70c617739284e14f8ee8cb8bce54ef82907	4	1840002	a914b4dab9bf15b54a9de930ffbef150f5af70d693d387	p2sh	3JBHaPiH15cmCpx57MeKR7EFJGLzCL2ufY	0	446446
010a955bf4d566b7f54ff4df4ee76431b1bae328fbb26e17d3bb66dd1191952d	0	44500000	76a914edcff6974a01363e261d397a993012f0dee9286a88ac	p2pkh	1NgSH1CdjEebsSCxBVUmyikKCbt913qP2A	0	440241
010a955bf4d566b7f54ff4df4ee76431b1bae328fbb26e17d3bb66dd1191952d	1	14833333	76a91458f0ee16b157fc8b09f878219c6616e1f67d81e288ac	p2pkh	197H5zcT7PQPNXpCkmkXt11RpVyFY6JvQ9	0	440241
010a955bf4d566b7f54ff4df4ee76431b1bae328fbb26e17d3bb66dd1191952d	2	29666666	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	440241
010a955bf4d566b7f54ff4df4ee76431b1bae328fbb26e17d3bb66dd1191952d	3	1880002	a91483f2a9fd2225702e91d331d2fcfef5b5cb1ec44387	p2sh	3Dih9GLDFNyfNMAmh2mK3EEvVhT57RhGGc	0	440241
010f71034a69c95a250d2dab3c63a63b5797aed5ceb603a8ad324632ae973d2a	0	89500000	76a91472ee612bb54025ac64da6f6b1f2a2598fb56190a88ac	p2pkh	1BUhbmmGUaGubw34KqcwQy67mjxwmZNaK5	0	441716
010f71034a69c95a250d2dab3c63a63b5797aed5ceb603a8ad324632ae973d2a	1	29833333	76a91482e28a71cac478a5cb91d4711dde73d0d68f97e488ac	p2pkh	1Cw4EGaap1SuyeKAAGXEYFfMhT3py67Jdp	0	441716
010f71034a69c95a250d2dab3c63a63b5797aed5ceb603a8ad324632ae973d2a	2	59666666	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	441716
010f71034a69c95a250d2dab3c63a63b5797aed5ceb603a8ad324632ae973d2a	3	2760003	a914dcb23399473c410f58bf40a298a8560c52fdc3dd87	p2sh	3Mox4QbsBowbQnfDskc2XrSKYERD6efPks	0	441716
0117ec0899a50e3080e84f48dc02a11bcbdc457a7c6ccd1380939051bfd2c44d	0	209500000	76a91484449da6dfe0a7ce235d317f8cdc936e3f59447088ac	p2pkh	1D4NPqJrb9nJkaVPhxh97Dv7TctuzbnCgo	0	441281
0117ec0899a50e3080e84f48dc02a11bcbdc457a7c6ccd1380939051bfd2c44d	1	209499999	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	441281
0117ec0899a50e3080e84f48dc02a11bcbdc457a7c6ccd1380939051bfd2c44d	2	920001	a914cd54853fa7dffd159b13d7308b3f34abdeb7a71787	p2sh	3LQhhTRngvfJpnDVSWMYgNZwJEuFYsd63M	0	441281
0137ada3dea2a89ada9b2194eb50f91009b42690a6ec601dcdbaf7c4b20ac115	0	119500000	76a914e103663efb9fd556d6a2efe0416cbe05b60add6b88ac	p2pkh	1MWm7MfF6ya8ChQPtqHmtn5YvKvEeXbsJy	0	440996
0137ada3dea2a89ada9b2194eb50f91009b42690a6ec601dcdbaf7c4b20ac115	1	39833333	76a914898549f17a089923d6568457c57b216567d70c8b88ac	p2pkh	1DY9FMQRUk8R18FtjrQU4aDLAbRpJ393td	0	440996
0137ada3dea2a89ada9b2194eb50f91009b42690a6ec601dcdbaf7c4b20ac115	2	39833333	76a9142b0f7fcd93302a616b91991bf6fe19ddd2d8058d88ac	p2pkh	14vgd9wVBhG4azuzhnFEPNFhAAHTQMXCsn	0	440996
0137ada3dea2a89ada9b2194eb50f91009b42690a6ec601dcdbaf7c4b20ac115	3	39833333	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	440996
0137ada3dea2a89ada9b2194eb50f91009b42690a6ec601dcdbaf7c4b20ac115	4	11960013	a91403ab9ba5f51537809e3340a155af6aaf701cc34d87	p2sh	322RXenEBC3p4o46EasoPEPCJB3XyQUuqi	0	440996
013a5ae9871801fe25d587146fda064435aa5beb2910d2a113319a623c5c4597	0	449500000	76a914e9f1059eb6ea27c201c9c0fe7fa70b76b2d9d91d88ac	p2pkh	1NKyBCLEDK91ABtkpdw7mFyjF5ZNJaDXFe	0	445444
013a5ae9871801fe25d587146fda064435aa5beb2910d2a113319a623c5c4597	1	449499999	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	445444
013a5ae9871801fe25d587146fda064435aa5beb2910d2a113319a623c5c4597	2	13800015	a914bd17cfe7ac1fdf23ded94b91b7136123c0431e1a87	p2sh	3JvrAJ62zr5AXaEQqVapBxwf9AyMQHMJ1U	0	445444
014aa074dbae001e45871ba0e98a4c0f68ab22571f93aff3914f93b7f7dab12e	0	89500000	76a914c09077661a25f63902f24bf7e5da8deb6709a3fd88ac	p2pkh	1JZBoXv2Ryy65AgpfNZ4ssUrB2iHfvEYir	0	446932
014aa074dbae001e45871ba0e98a4c0f68ab22571f93aff3914f93b7f7dab12e	1	89499999	76a91444b3bc489a4fd48a3da0114bb1fad92b3935a57b88ac	p2pkh	17GGGHWtyi7e1rxnEpcKpE7fHq1UZBguAb	1	446932
